0.541516245,2.312138728,,0,2027.517372,,0,0.864553314,,0,2.312138728,2027.517372,0.864553314
4.873646209,55.49132948,,0.042751851,1927.832595,,2.166064982,149.5677233,,15,231.2138728,1575.832094,269.740634
8.122743682,113.2947977,,2.337671221,1808.245977,,9.205776173,287.0317003,,30,404.6242775,1410.083737,224.7838617
11.37184116,171.0982659,,6.337534415,1662.111029,,17.32851986,269.740634,,45,490.1734104,1370.44308,213.5446686
15.16245487,231.2138728,,12.02011047,1575.832094,,22.74368231,247.2622478,,60,529.4797688,1311.176474,200.5763689
18.95306859,295.9537572,,20.53627922,1476.322885,,30.32490975,224.7838617,,,,,
25.45126354,360.6936416,,30.74200113,1410.083737,,40.61371841,213.5446686,,,,,
32.49097473,404.6242775,,41.50691725,1370.44308,,51.98555957,204.8991354,,,,,
38.98916968,446.2427746,,52.83957795,1324.168476,,61.73285199,200.5763689,,,,,
49.27797834,490.1734104,,66.42782632,1311.176474,,75.81227437,194.5244957,,,,,
61.19133574,529.4797688,,81.15669408,1264.977114,,87.72563177,184.1498559,,,,,
72.5631769,557.2254335,,94.74494246,1251.985111,,99.63898917,178.0979827,,,,,
87.72563177,573.4104046,,106.6299571,1258.89495,,112.6353791,165.9942363,,,,,
101.8050542,591.9075145,,117.9489372,1265.792249,,124.5487365,156.4841499,,,,,
118.5920578,596.5317919,,129.2644972,1285.982523,,135.9205776,143.5158501,,,,,
132.1299639,601.1560694,,141.1495118,1292.892362,,145.1263538,134.870317,,,,,
146.7509025,591.9075145,,153.0293962,1319.741665,,156.4981949,121.037464,,,,,
158.1227437,580.3468208,,164.9075705,1353.237455,,168.4115523,111.5273775,,,,,
171.1191336,568.7861272,,176.790875,1366.793782,,178.1588448,102.0172911,,,,,
183.032491,550.2890173,,186.4049113,1400.23941,,187.3646209,91.6426513,,,,,
192.7797834,538.7283237,,196.0257879,1407.099087,,201.9855596,78.67435159,,,,,
203.6101083,524.8554913,,207.3362177,1447.228825,,214.4404332,69.16426513,,,,,
214.4404332,510.982659,,216.951964,1474.027965,,225.8122744,61.3832853,,,,,
225.2707581,490.1734104,,227.137165,1487.546671,,239.8916968,53.60230548,,,,,
235.5595668,480.9248555,,240.1491185,1514.421054,,246.9314079,48.41498559,,,,,
246.3898917,462.4277457,,249.2005404,1534.561166,,258.3032491,42.36311239,,,,,
256.1371841,453.1791908,,261.0821349,1554.763981,,266.967509,37.17579251,,,,,
266.967509,436.9942197,,274.0957983,1574.991877,,278.8808664,31.98847262,,,,,
279.4223827,423.1213873,,287.6754963,1595.232314,,288.6281588,28.53025937,,,,,
299.4584838,406.9364162,,299.560511,1602.142153,,299.4584838,25.07204611,,,,,
